6.5353 	INFO 	Loaded monitor calibration from ['2025_08_12 10:43']
6.5452 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1920, 1080]. Using actual size
6.9090 	INFO 	Using renderer 'Intel(R) Iris(R) Xe Graphics' for graphics
6.9090 	INFO 	OpenGL version supported by driver is 4..
6.9371 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001E955A9DA20>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001E955A9D9C0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=True, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001E955B4F2E0>, multiSample=False, name='window1', numSamples=2, pos=[np.float64(0.0), np.float64(0.0)], screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
6.9372 	EXP 	window1: backgroundImage = ''
6.9372 	EXP 	window1: backgroundFit = 'none'
7.4510 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
7.4510 	EXP 	window1: recordFrameIntervals = False
7.6122 	EXP 	window1: recordFrameIntervals = True
7.7961 	EXP 	Screen (0) actual frame rate measured at 59.81Hz
7.7962 	EXP 	window1: recordFrameIntervals = False
7.8736 	INFO 	keyboard.Keyboard is using ptb backend.
7.8737 	EXP 	motor sequence learning: status = STARTED
7.8777 	EXP 	Created fixation = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0.0, draggable=False, fillColor=array([-0.2549,  0.2392,  0.2549]), fillColorSpace='rgb', fillRGB=array([-0.2549,  0.2392,  0.2549]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='fixation', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([10., 10.]), units='pix', vertices=ndarray(...), win=Window(...), windingRule=None)
7.8794 	EXP 	Created line1 = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-1.0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='line1', opacity=1, ori=90.0, pos=array([-150.,    0.]), size=array([100.,  10.]), units='pix', vertices=ndarray(...), win=Window(...))
7.8806 	EXP 	Created line2 = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-2.0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='line2', opacity=1, ori=90.0, pos=array([-50.,   0.]), size=array([100.,  10.]), units='pix', vertices=ndarray(...), win=Window(...))
7.8818 	EXP 	Created line3 = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-3.0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='line3', opacity=1, ori=90.0, pos=array([50.,  0.]), size=array([100.,  10.]), units='pix', vertices=ndarray(...), win=Window(...))
7.8829 	EXP 	Created line4 = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-4.0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='line4', opacity=1, ori=90.0, pos=array([150.,   0.]), size=array([100.,  10.]), units='pix', vertices=ndarray(...), win=Window(...))
7.8843 	EXP 	Created probe = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-5.0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='probe', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([10., 10.]), units='pix', vertices=ndarray(...), win=Window(...), windingRule=None)
7.8859 	EXP 	Created fixation = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0.0, draggable=False, fillColor=array([-0.2549,  0.2392,  0.2549]), fillColorSpace='rgb', fillRGB=array([-0.2549,  0.2392,  0.2549]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='fixation', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([10., 10.]), units='pix', vertices=ndarray(...), win=Window(...), windingRule=None)
7.8870 	EXP 	Created line1 = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-1.0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='line1', opacity=1, ori=90.0, pos=array([-150.,    0.]), size=array([100.,  10.]), units='pix', vertices=ndarray(...), win=Window(...))
7.8879 	EXP 	Created line2 = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-2.0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='line2', opacity=1, ori=90.0, pos=array([-50.,   0.]), size=array([100.,  10.]), units='pix', vertices=ndarray(...), win=Window(...))
7.8888 	EXP 	Created line3 = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-3.0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='line3', opacity=1, ori=90.0, pos=array([50.,  0.]), size=array([100.,  10.]), units='pix', vertices=ndarray(...), win=Window(...))
7.8898 	EXP 	Created line4 = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-4.0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='line4', opacity=1, ori=90.0, pos=array([150.,   0.]), size=array([100.,  10.]), units='pix', vertices=ndarray(...), win=Window(...))
7.8910 	EXP 	Created probe = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-5.0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='probe', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([10., 10.]), units='pix', vertices=ndarray(...), win=Window(...), windingRule=None)
0.0072 	EXP 	Imported sequence_con.xlsx as conditions, 4 conditions, 2 params
0.0081 	EXP 	New trial (rep=0, index=0): <Trial 0 (0 in rep 0) data={'pos': -50, 'corr_resp': 'x', 'thisN': 0, 'thisTrialN': 0, 'thisRepN': 0}>
0.0105 	EXP 	fixation: autoDraw = True
1.0042 	EXP 	line1: autoDraw = True
1.0042 	EXP 	line2: autoDraw = True
1.0042 	EXP 	line3: autoDraw = True
1.0042 	EXP 	line4: autoDraw = True
1.0208 	EXP 	fixation: autoDraw = False
2.0040 	INFO 	Keyboard events cleared
2.0039 	EXP 	probe: autoDraw = True
2.9302 	EXP 	Device response: <KeyPress from None: t=2.9189085999969393, value=x, duration=None>
2.9307 	EXP 	New trial (rep=0, index=1): <Trial 1 (1 in rep 0) data={'pos': 150, 'corr_resp': 'v', 'thisN': 1, 'thisTrialN': 1, 'thisRepN': 0}>
2.9324 	DATA 	Keypress: x
2.9366 	EXP 	fixation: autoDraw = False
2.9366 	EXP 	line1: autoDraw = False
2.9366 	EXP 	line2: autoDraw = False
2.9366 	EXP 	line3: autoDraw = False
2.9366 	EXP 	line4: autoDraw = False
2.9366 	EXP 	probe: autoDraw = False
2.9366 	EXP 	fixation: autoDraw = True
3.0872 	EXP 	Device response: <KeyPress from None: t=2.9189085999969393, value=x, duration=0.1532571999996435>
3.9356 	EXP 	line1: autoDraw = True
3.9356 	EXP 	line2: autoDraw = True
3.9356 	EXP 	line3: autoDraw = True
3.9356 	EXP 	line4: autoDraw = True
3.9524 	EXP 	fixation: autoDraw = False
4.9361 	INFO 	Keyboard events cleared
4.9359 	EXP 	probe: autoDraw = True
5.7366 	EXP 	Device response: <KeyPress from None: t=5.728453899995657, value=v, duration=None>
5.7370 	EXP 	New trial (rep=0, index=2): <Trial 2 (2 in rep 0) data={'pos': 50, 'corr_resp': 'c', 'thisN': 2, 'thisTrialN': 2, 'thisRepN': 0}>
5.7387 	DATA 	Keypress: v
5.7526 	EXP 	fixation: autoDraw = False
5.7526 	EXP 	line1: autoDraw = False
5.7526 	EXP 	line2: autoDraw = False
5.7526 	EXP 	line3: autoDraw = False
5.7526 	EXP 	line4: autoDraw = False
5.7526 	EXP 	probe: autoDraw = False
5.7526 	EXP 	fixation: autoDraw = True
5.9029 	EXP 	Device response: <KeyPress from None: t=5.728453899995657, value=v, duration=0.16135720000602305>
6.7520 	EXP 	fixation: autoDraw = False
6.7520 	EXP 	line1: autoDraw = True
6.7520 	EXP 	line2: autoDraw = True
6.7520 	EXP 	line3: autoDraw = True
6.7520 	EXP 	line4: autoDraw = True
7.7522 	INFO 	Keyboard events cleared
7.7520 	EXP 	probe: autoDraw = True
8.2856 	EXP 	Device response: <KeyPress from None: t=8.27922560001025, value=c, duration=None>
8.2861 	EXP 	New trial (rep=0, index=3): <Trial 3 (3 in rep 0) data={'pos': -150, 'corr_resp': 'z', 'thisN': 3, 'thisTrialN': 3, 'thisRepN': 0}>
8.2877 	DATA 	Keypress: c
8.3015 	EXP 	fixation: autoDraw = False
8.3015 	EXP 	line1: autoDraw = False
8.3015 	EXP 	line2: autoDraw = False
8.3015 	EXP 	line3: autoDraw = False
8.3015 	EXP 	line4: autoDraw = False
8.3015 	EXP 	probe: autoDraw = False
8.3015 	EXP 	fixation: autoDraw = True
8.4350 	EXP 	Device response: <KeyPress from None: t=8.27922560001025, value=c, duration=0.13912730000447482>
9.3013 	EXP 	fixation: autoDraw = False
9.3013 	EXP 	line1: autoDraw = True
9.3013 	EXP 	line2: autoDraw = True
9.3013 	EXP 	line3: autoDraw = True
9.3013 	EXP 	line4: autoDraw = True
10.3011 	INFO 	Keyboard events cleared
10.3009 	EXP 	probe: autoDraw = True
11.0182 	EXP 	Device response: <KeyPress from None: t=11.013737600005697, value=z, duration=None>
11.0187 	EXP 	New trial (rep=1, index=0): <Trial 4 (0 in rep 1) data={'pos': -50, 'corr_resp': 'x', 'thisN': 4, 'thisTrialN': 0, 'thisRepN': 1}>
11.0204 	DATA 	Keypress: z
11.0341 	EXP 	fixation: autoDraw = False
11.0341 	EXP 	line1: autoDraw = False
11.0341 	EXP 	line2: autoDraw = False
11.0341 	EXP 	line3: autoDraw = False
11.0341 	EXP 	line4: autoDraw = False
11.0341 	EXP 	probe: autoDraw = False
11.0341 	EXP 	fixation: autoDraw = True
11.2013 	EXP 	Device response: <KeyPress from None: t=11.013737600005697, value=z, duration=0.1716391000081785>
12.0336 	EXP 	fixation: autoDraw = False
12.0336 	EXP 	line1: autoDraw = True
12.0336 	EXP 	line2: autoDraw = True
12.0336 	EXP 	line3: autoDraw = True
12.0336 	EXP 	line4: autoDraw = True
13.0332 	INFO 	Keyboard events cleared
13.0330 	EXP 	probe: autoDraw = True
13.4002 	EXP 	Device response: <KeyPress from None: t=13.397655800014036, value=x, duration=None>
13.4007 	EXP 	New trial (rep=1, index=1): <Trial 5 (1 in rep 1) data={'pos': 150, 'corr_resp': 'v', 'thisN': 5, 'thisTrialN': 1, 'thisRepN': 1}>
13.4024 	DATA 	Keypress: x
13.4165 	EXP 	fixation: autoDraw = False
13.4165 	EXP 	line1: autoDraw = False
13.4165 	EXP 	line2: autoDraw = False
13.4165 	EXP 	line3: autoDraw = False
13.4165 	EXP 	line4: autoDraw = False
13.4165 	EXP 	probe: autoDraw = False
13.4165 	EXP 	fixation: autoDraw = True
13.5671 	EXP 	Device response: <KeyPress from None: t=13.397655800014036, value=x, duration=0.15516870000283234>
14.3997 	EXP 	line1: autoDraw = True
14.3997 	EXP 	line2: autoDraw = True
14.3997 	EXP 	line3: autoDraw = True
14.3997 	EXP 	line4: autoDraw = True
14.4163 	EXP 	fixation: autoDraw = False
15.4161 	INFO 	Keyboard events cleared
15.4159 	EXP 	probe: autoDraw = True
16.2518 	DATA 	Keypress: v
16.2660 	EXP 	Device response: <KeyPress from None: t=16.250120300013805, value=v, duration=None>
16.2666 	EXP 	New trial (rep=1, index=2): <Trial 6 (2 in rep 1) data={'pos': 50, 'corr_resp': 'c', 'thisN': 6, 'thisTrialN': 2, 'thisRepN': 1}>
16.2820 	EXP 	fixation: autoDraw = False
16.2820 	EXP 	line1: autoDraw = False
16.2820 	EXP 	line2: autoDraw = False
16.2820 	EXP 	line3: autoDraw = False
16.2820 	EXP 	line4: autoDraw = False
16.2820 	EXP 	probe: autoDraw = False
16.2820 	EXP 	fixation: autoDraw = True
16.4660 	EXP 	Device response: <KeyPress from None: t=16.250120300013805, value=v, duration=0.2045010000001639>
17.2821 	EXP 	fixation: autoDraw = False
17.2821 	EXP 	line1: autoDraw = True
17.2821 	EXP 	line2: autoDraw = True
17.2821 	EXP 	line3: autoDraw = True
17.2821 	EXP 	line4: autoDraw = True
18.2819 	INFO 	Keyboard events cleared
18.2817 	EXP 	probe: autoDraw = True
19.0153 	EXP 	Device response: <KeyPress from None: t=19.00696689999313, value=c, duration=None>
19.0157 	EXP 	New trial (rep=1, index=3): <Trial 7 (3 in rep 1) data={'pos': -150, 'corr_resp': 'z', 'thisN': 7, 'thisTrialN': 3, 'thisRepN': 1}>
19.0174 	DATA 	Keypress: c
19.0314 	EXP 	fixation: autoDraw = False
19.0314 	EXP 	line1: autoDraw = False
19.0314 	EXP 	line2: autoDraw = False
19.0314 	EXP 	line3: autoDraw = False
19.0314 	EXP 	line4: autoDraw = False
19.0314 	EXP 	probe: autoDraw = False
19.0314 	EXP 	fixation: autoDraw = True
19.2320 	EXP 	Device response: <KeyPress from None: t=19.00696689999313, value=c, duration=0.20940260001225397>
20.0312 	EXP 	fixation: autoDraw = False
20.0312 	EXP 	line1: autoDraw = True
20.0312 	EXP 	line2: autoDraw = True
20.0312 	EXP 	line3: autoDraw = True
20.0312 	EXP 	line4: autoDraw = True
21.0308 	INFO 	Keyboard events cleared
